0,"¡Gana un combate de bolas de nieve!"
1,"Pinta que te pinta"
2,"¡Haz caras graciosas!"
3,"¡Esculpe la nieve!"
4,"¡Haz un muñeco de nieve gigante!"
5,"¡Haz un cono polar!"
6,"¡Acierta en el blanco!"
7,"¡Infla un globo gigante!"
8,"¡Búsqueda de objetos graciosos!"
9,"¡Imita a Jeffrey el réferi!"
10,"¡Baila la danza del equipo verde!"
11,"¡Baila la danza del equipo amarillo!"
12,"Peluca de payaso"
13,"Anteojos de caricatura"
14,"Alas de hada"
15,"Guitarra eléctrica negra"
16,"Varita mágica"
17,"Pantuflas de conejito"
18,"Disney Club Penguin ¡Día de juegos!"
19,"Puffle pong"
20,"Puffito al blanco"
21,"Congelados"
22,"Pingüigol"
23,"Trineo extremo"
24,"Sacos saltarines"
25,"Batalla de nieve"
26,"Bailatlón"
27,"Bola de nieve"
28,"Equilibrio pingüino "
29,"Choca y rebota"
30,"¡A taladrar!"
31,"Futb0lit0"
32,"Superlisto"
33,"Fantasticody"
34,"Brillocito"
35,"Buzzeziki"
36,"Sonrison"
37,"Bosquecillo"
38,"Roja Mora"
39,"Carrocarrera"
40,"Famosingui"
41,"Pinmonedin"
42,"Franformal"
43,"Voladdin"
44,"Lolipompon"
45,"Pingui100pre"
46,"Pinguihockey"
47,"Risitajiji"
48,"Lidersoy"
49,"Flipflupflap"
50,"Rosquillas"
51,"Dansonrisas"
52,"4legri4"
53,"Naranjajaja"
54,"Trovadorcin"
55,"Tranquilin1"
56,"Chisparate"
57,"Jazzmin Jazz"
58,"El Unicornio"
59,"Yoexplorador"
60,"Hadaburbuja"
61,"Multipingui1"
62,"Cantar1n"
63,"Invitado 1"
64,"Invitado 2"
65,"Invitado 3"
66,"Invitado 4"
67,"Réferi"
68,"Réferi del Muelle"
69,"Réferi de la Playa"
70,"Réferi del Muelle"
71,"Réferi del Fuerte nevado"
72,"Réferi del Centro de esquí"
73,"Réferi de la Montaña"
74,"Guía de turismo"
75,"Guía de turismo"
76,"Guía de turismo"
77,"Guía de turismo"
78,"Guía de turismo"
79,"Guía de turismo"
80,"Guía de turismo"
81,"Tú la llevas"
82,"Tienda de pingüi-regalos "
83,"Cafetería Pingüina"
84,"Tía Arctic"
85,"Gary, el Pingüino Artefacto"
86,"Cadence"
87,"Rory"
88,"el Sensei"
89,"Rookie"
90,"Jeffey, el réferi"
91,"Centro"
92,"Centro de esquí"
93,"Bosque"
94,"Fuerte nevado"
95,"Montaña"
96,"Lago"
97,"Iceberg"
98,"Pista de patinaje"
99,"Playa"
100,"Muelle"
101,"Patio del Dojo"
102,"Mina"
103,"Bahía"
104,"Plaza"
105,"Iglús de socios"
106,"Club Penguin"
107,"DESARROLLADO POR"
108,"Productor sénior"
109,"Productor"
110,"Director/Jefe de diseño del juego"
111,"Director de gráficos"
112,"Programador sénior"
113,"Jefe de programación"
114,"Jefe de animación"
115,"Jefe de grafismo"
116,"Diseñadores del juego"
117,"Grafistas"
118,"Programadores"
119,"Relaciones internacionales"
120,"PUBLICADO POR"
121,"PRODUCCIÓN"
122,"Productor ejecutivo"
123,"Productor"
124,"Productor asociado"
125,"Coordinador de tecnología"
126,"Grafista sénior"
127,"Coordinador de localización sénior"
128,"Productor de localización"
129,"Director de operaciones de producción"
130,"MARKETING"
131,"Coordinador sénior de marca global"
132,"Coordinador de marca global"
133,"Coordinador asociado de marca global"
134,"Director de servicios creativos"
135,"Coordinador sénior de servicios creativos"
